Column 1,Id,audit_year,Country,Hospital.Site,Hospital.Beds..HC.,Diabetic.Patients..BA.,Prevalence.of.diabetes,Percentage.White,Percentage.emergency,Percentage.Mangement.of.diabetes,Percentage.other.medical,Percentage.Non.Medical,Percentage.Diabetes.Type.1,Percentage.Diabetes.Type.2...Insulin,Percentage.Diabetes.Type.2...Non.insulin,Percentage.Diabetes.Type.2...Diet.only,Percentage.Diabetes.Type.Other,Nursing.hours,Consultant.hours,Dietician.hours,Podiatrist.hours,Blood.Glucose.monitoring.Days,Appropriate.Days,Good.Diabetes.Days,Visit.by.specialist.diabetes.team,Medication.errors,prescription.errors,management.errors,Insulin.Errors,Admitted.with.foot.disease,Seen.by.the.MDT.within.24.hours,Foot.Risk.Assessment.completed.within.24.hours,Foot.Risk.Assessment.completed.during.the.hospital.stay,X..Severe.Hypo,X..Minor.Hypo,Meals.Suitable,Meals.Timing,Meals.Choice,Staff.Knowledge...Answer.Qs,Staff.Knowledge...Emotional.support,Staff.Knowledge...Work.together,Overall.Satisfaction,Patient.reported.unexpected.high,Patient.reported.unexpected.low,Able.to.take.control.of.diabetes.care,Staff.aware.of.diabetes,some.all.or.most.staff.know.enough.about.diabetes,Percentage.renal.replacement.therapy,Prin1,Prin2,Prin3,Prin4,Prin5,Prin6,Prin7,Prin8,Prin9,Prin10
274,274,2010,England,Hospital,368,49,0.133,0.957,0.792,0.106,0.617,0.277,0.063,0.271,0.5,0.167,0,0.61,0.16,0.06,0.14,0.0649,0.0627,0.0454,0.435,0.244,0.146,0.098,0.122,0.065,1,0.191,0.559,0.082,0.245,0.85,0.889,0.833,0.333,0.667,0.421,0.9,0.211,0.105,0.6,1,0.684,0,2.6366384803,0.0135944841,-1.061287307,-1.149281951,1.2635679414,0.173271218,-0.813529469,-0.619994502,0.6018575316,-0.251573912
275,275,2010,England,Hospital,501,64,0.128,0.921,0.864,0.063,0.556,0.381,0.063,0.254,0.556,0.127,0,0.74,0.94,0.13,0.4,0.0537,0.0569,0.0363,0.25,0.407,0.241,0.204,0.204,0.07,0.667,0.182,0.261,0.125,0.344,0.92,0.833,0.52,0.286,0.708,0.231,0.615,0.409,0.318,0.565,0.84,0.654,0,-0.522696818,-1.540356221,-2.470721946,-1.178187708,0.8965740273,-1.940109506,0.5940390842,0.0664829956,-1.360221603,1.5227131734
276,276,2010,England,Hospital,447,60,0.134,0.842,0.879,0.018,0.745,0.236,0,0.31,0.5,0.19,0,0.42,0.1,0.1,0.33,0.0604,0.0581,0.0349,0.286,0.321,0.208,0.132,0.151,0.143,0.75,0.596,0.284,0.083,0.1,1,0.846,0.75,0.9,0.875,0.538,0.929,0.267,0.267,0.909,0.75,0.643,0.017,1.528568503,0.4461281318,-1.256314751,0.3039250454,1.5656602591,-1.017601206,-0.264129303,0.8466396154,0.3073602977,0.6058328232
277,277,2010,England,Site,1211,156,0.129,0.987,0.757,0.033,0.616,0.351,0.077,0.258,0.484,0.181,0,0.71,0.04,0.1,0.02,0.0625,0.0578,0.0428,0.21,0.377,0.336,0.098,0.205,0.054,0.375,0.113,0.144,0.09,0.167,0.907,0.838,0.632,0.8,0.667,0.568,0.889,0.286,0.333,0.718,0.886,0.727,0.033,-0.157659269,1.39550952,-2.102021244,-0.585706153,0.7317312288,1.3269048202,0.9505764641,1.1807825184,-1.19131665,-0.48090843
278,278,2010,England,Hospital,580,96,0.166,1,0.88,0.078,0.733,0.189,0.074,0.221,0.516,0.189,0,0.45,0.07,0.08,0.1,0.0512,0.047,0.029,0.154,0.352,0.253,0.176,0.187,0.066,0.333,0.195,0.106,0.063,0.188,0.93,0.821,0.842,0.5,0.676,0.442,0.822,0.214,0.19,0.725,0.889,0.619,0.022,-0.106842302,0.4766829764,-4.595412766,-1.665054106,1.1868545099,-1.850902718,0.6522466737,0.1409169588,-1.059029268,-0.300549757
279,279,2010,England,Hospital,148,22,0.149,1,1,0.136,0.773,0.091,0.091,0.273,0.5,0.136,0,0.0273,0.22,0.27,0.3,0.0668,0.0668,0.0319,0.227,0.45,0.3,0.2,0.3,0.045,0,0.045,0,0.182,0.364,0.667,0.667,1,1,0.333,0.333,1,0,0.333,1,1,0.667,0,-0.996392207,0.2782539434,-1.500781904,1.4318014028,-1.375255736,0.6112450146,1.072279846,-2.679152988,1.7844493769,-0.502480356
280,280,2010,England,Site,1571,213,0.136,0.784,0.804,0.082,0.611,0.308,0.1,0.28,0.455,0.166,0,0.35,0.02,0.05,0.02,0.0635,0.0529,0.0371,0.302,0.472,0.311,0.259,0.295,0.035,0.5,0,0.5,0.164,0.235,0.903,0.63,0.625,0.333,0.627,0.301,0.726,0.214,0.271,0.642,0.878,0.458,0.049,-2.487694091,-0.270813625,-2.063514478,-2.162727566,2.3982129275,1.3216769007,0.6109118147,1.7172673268,-0.637356766,-1.105504003
281,281,2010,England,Hospital,339,50,0.147,0.96,0.878,0.06,0.72,0.22,0.12,0.2,0.64,0.04,0,0.08,0.1,0,0.01,0.0672,0.0612,0.0443,0.405,0.449,0.367,0.143,0.224,0.021,0,0.122,0.296,0.14,0.34,0.867,0.714,0.571,0.6,0.643,0.563,0.765,0.267,0.2,0.5,0.941,0.824,0,-0.587474859,0.5525618148,-0.42636549,0.2532204178,-0.577853503,0.0995950092,-0.536921339,-1.242050304,-1.104955314,-1.892135973
282,282,2010,England,Site,542,85,0.157,0.881,0.906,0.107,0.667,0.226,0.098,0.171,0.451,0.28,0,0.91,0.24,0.22,0.01,0.0645,0.0629,0.0364,0.392,0.31,0.274,0.107,0.179,0.15,0.444,0.6,0.738,0.129,0.165,0.837,0.73,0.718,0.375,0.667,0.277,0.776,0.318,0.295,0.625,0.875,0.479,0.026,0.5605575124,-0.819163785,-0.260850435,-1.637691136,2.5466267698,0.6539397444,-1.668575284,-0.84914955,-1.025231113,0.1045155728
283,283,2010,England,Hospital,382,73,0.191,0.889,0.957,0.11,0.685,0.205,0.056,0.278,0.472,0.194,0,0.51,0.59,0.21,0.08,0.0528,0.0581,0.0392,0.127,0.408,0.268,0.268,0.31,0.082,0.667,0.319,0.179,0.178,0.288,0.806,0.742,0.742,0.522,0.767,0.333,0.697,0.258,0.226,0.724,0.906,0.594,0.157,-1.151416009,-1.008367268,-2.842173986,-0.485361676,1.4681520384,-0.402662784,1.2433552603,-0.029325592,-0.691424805,0.6966549353
284,284,2010,England,Hospital,315,59,0.187,0.966,0.947,0.017,0.724,0.259,0.053,0.211,0.474,0.263,0,0.0119,0.2,0.81,0.07,0.0641,0.0636,0.039,0.315,0.421,0.368,0.158,0.246,0.103,0.333,0.196,0.226,0.153,0.525,0.95,0.833,0.65,0.385,0.556,0.211,0.85,0.227,0.364,0.579,0.826,0.545,0.017,-0.88174487,-1.480404023,-1.198992933,-0.013979712,-0.622469019,-0.434229966,-0.92270245,0.1385614763,0.450429752,-0.913723511
285,285,2010,England,Hospital,859,81,0.094,0.988,0.95,0.099,0.63,0.272,0.05,0.388,0.388,0.175,0,0.47,0.12,0.02,0.32,0.0646,0.0648,0.0404,0.284,0.351,0.286,0.234,0.208,0.075,0.5,0.15,0.067,0.148,0.333,0.96,0.708,0.818,0.583,0.909,0.333,0.92,0.318,0.455,0.44,0.96,0.68,0.013,-0.249226184,0.1863508447,-1.379101951,-0.257956956,-0.095731593,0.5956756711,0.0301177022,0.6894892538,-0.781482874,-1.100260017
286,286,2010,England,Hospital,300,38,0.127,0.946,0.892,0.053,0.526,0.421,0.132,0.211,0.368,0.289,0,0.79,0.0126,0,0.05,0.0581,0.0621,0.0456,0.553,0.395,0.342,0.184,0.237,0.056,0.5,0.158,0.132,0.079,0.211,0.846,0.833,0.714,0.75,0.5,0.5,0.929,0.071,0.357,0.857,0.867,0.643,0,-0.041490573,1.043285946,-1.827760308,-0.459038435,0.9574013476,-0.390534433,-0.422947868,-1.585631788,0.855011446,-0.643407614
287,287,2010,England,Hospital,17,4,0.235,1,1,0,1,0,0,0.25,0.75,0,0,0.5,0.0131,0.11,0.25,0.07,0.07,0.0175,0.5,0.75,0,0.75,0,0,0,0,1,0,0,0.5,1,0.5,0,0,0.5,1,0,0,0,1,1,0,-2.653284496,0.6040426297,1.5460920868,-0.831695779,0.4661854882,-1.933203456,-1.924986528,-3.054359101,-0.193924686,-0.772267965
288,288,2010,England,Hospital,465,84,0.181,0.976,0.95,0.108,0.747,0.145,0.083,0.429,0.274,0.214,0,0.71,0.1,0.04,0.06,0.0603,0.056,0.043,0.446,0.238,0.131,0.155,0.19,0.103,0.875,0.442,0.296,0.071,0.214,0.906,0.68,0.552,0.684,0.517,0.581,0.871,0.167,0.267,0.586,0.75,0.7,0,0.9952115766,0.3337545092,-0.179863211,-1.8382249,1.5404240675,-1.429218292,-0.299132766,0.2698199616,-0.164453193,0.4665526255
289,289,2010,England,Site,664,81,0.122,1,0.9,0.128,0.615,0.256,0.063,0.405,0.392,0.139,0,0.56,0.22,0,0.08,0.0617,0.0587,0.041,0.453,0.286,0.247,0.078,0.195,0.128,0.625,0.228,0.169,0.086,0.235,0.949,0.75,0.743,0.655,0.595,0.526,0.895,0.158,0.289,0.722,0.949,0.811,0.037,1.3244991529,1.2900095379,-1.56976569,-0.518677632,1.0426127474,-0.119029772,0.8572420829,-0.303125432,-0.318265334,-0.559717305
290,290,2010,England,Hospital,400,58,0.145,0.818,0.912,0.053,0.579,0.368,0.054,0.214,0.536,0.196,0,0.43,0.14,0.07,0.05,0.0535,0.0526,0.0455,0.294,0.255,0.196,0.137,0.176,0.14,0.857,0.182,0.5,0.069,0.31,0.867,0.667,0.813,0.8,0.643,0.5,0.813,0.188,0.438,0.688,0.938,0.8,0,1.668775598,0.236145957,-2.11729207,-0.757418606,1.652396788,-1.517950325,0.9721812428,-0.34925295,-0.715124883,0.1582154135
291,291,2010,England,Hospital,400,50,0.125,0.9,0.813,0.044,0.822,0.133,0.04,0.14,0.72,0.1,0,0.8,0.48,0.04,0,0.0488,0.0415,0.0385,0.179,0.289,0.079,0.289,0.105,0.021,1,0.435,0.05,0.12,0.26,0.818,0.474,0.55,0.381,0.353,0.409,0.818,0.182,0.273,0.474,0.773,0.545,0,-0.455803223,-1.617731973,-2.660302885,-4.37344137,1.7424340343,-3.296870243,0.9773138982,0.1643917536,-1.480881721,1.9990552476
292,292,2010,England,Hospital,650,86,0.132,0.897,0.767,0.094,0.765,0.141,0.133,0.361,0.373,0.133,0,0.66,0.28,0.14,0.05,0.058,0.0519,0.0227,0.274,0.446,0.324,0.257,0.338,0.12,0.8,0.225,0.183,0.07,0.186,0.841,0.821,0.744,0.667,0.7,0.477,0.841,0.295,0.295,0.581,0.907,0.689,0.111,-1.810308454,0.7879339882,-2.968997347,-0.215860382,2.10641563,-1.04342247,1.2069452387,0.187057126,-0.420677434,0.4405684501
293,293,2010,England,Hospital,786,88,0.112,0.913,0.675,0.136,0.593,0.272,0.093,0.244,0.512,0.151,0,0.47,0.31,0.06,0,0.0599,0.0518,0.0338,0.149,0.3,0.188,0.188,0.125,0.094,0.667,0.174,0.115,0.159,0.261,0.947,0.789,0.737,0.5,0.889,0.4,0.85,0.333,0.222,0.65,1,0.611,0,0.7319391921,0.1661488813,-3.194331401,-1.535753502,0.6154928854,-0.07672195,1.0019480233,0.4373431535,-1.244581976,0.5854547522
294,294,2010,England,Site,788,111,0.141,0.991,0.942,0.121,0.523,0.355,0.038,0.337,0.5,0.125,0,0.5,0.17,0.07,0.25,0.0537,0.0537,0.0304,0.392,0.494,0.322,0.299,0.276,0.253,0.118,0,0.282,0.108,0.234,0.73,0.611,0.657,0.444,0.788,0.361,0.711,0.243,0.351,0.605,0.8,0.529,0,-2.79916399,-1.082877065,-2.676801877,-1.757446406,1.2589384533,-1.24048303,0.4028098282,-0.617849919,-0.790601443,-0.772073713
295,295,2010,England,Hospital,663,96,0.145,0.947,0.895,0.074,0.66,0.266,0.094,0.333,0.396,0.177,0,0.0101,0.15,0.49,0.02,0.0569,0.0531,0.0402,0.297,0.355,0.28,0.151,0.215,0.116,0.7,0.305,0.175,0.063,0.229,0.969,0.774,0.793,0.5,0.655,0.469,0.813,0.344,0.281,0.71,0.935,0.688,0,0.6161498857,-0.371047194,-2.857001985,-0.159602064,1.0733255301,-0.982790029,0.7369954483,0.5865310428,-0.204356049,-0.530730214
296,296,2010,England,Hospital,300,44,0.147,0.773,0.825,0.047,0.651,0.302,0.095,0.333,0.429,0.143,0,0.67,0.18,0.07,0.07,0.0649,0.0558,0.0393,0.333,0.286,0.214,0.119,0.167,0.023,0,0.091,0,0.114,0.227,0.947,0.706,0.8,0.417,0.667,0.4,0.842,0.25,0.3,0.833,0.95,0.75,0,1.025690754,0.8851524053,-2.64960327,-1.130502378,-0.710179201,0.3605317626,-0.023728416,-1.802532981,-0.297553513,-0.587440357
297,297,2010,England,Hospital,525,69,0.131,0.969,0.928,0.075,0.761,0.164,0.075,0.284,0.463,0.179,0,0.28,0.11,0.07,0.04,0.0652,0.0585,0.0311,0.214,0.531,0.375,0.344,0.313,0.046,0.5,0.123,0.048,0.174,0.29,0.952,0.778,0.684,0.571,0.737,0.368,0.85,0.158,0.316,0.667,0.952,0.7,0.06,-2.297934342,0.8464025532,-2.418821098,0.4767398432,0.4005488698,0.402864127,0.2397947007,-0.237770724,0.1313374536,-0.382155275
